helpful,postDate,reviewBody,reviewTitles,special_profile,starRating,type,type_product,username,verifiedPurchase
,"Reviewed in the United States on February 18, 2022","Bought this to replace a gen 1.  So far, so good.  Setup was super easy.  The sound quality is much better than my old Gen 1.  The only thing I “sort of” don’t like is that the ring light is on the bottom of the echo dot.  I have mine sitting high on top of the fireplace mantle. When I’m sitting on the couch/chair. I can’t see the light.  Not a big deal by any stretch, just a minor annoyance IMHO.  I recommend this product",Great product,,5.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Dave C,Verified Purchase
,"Reviewed in the United States on July 29, 2021",This is one of my favorite stories. I got this for my 98 year old grandma. She is this little thing and healthy and going to outlive all of us. Downfall is she has lost her eyesight in the years. She has a hard time falling asleep and complained that she wish she had music to listen to at night. Well I knew she would love this! She cried when she opened it and I explained what it was. She was so happy. Now at night she politely asks Alexa to play the music she wants to hear at night.,Story to make ya cry,,5.0 out of 5 stars,Color: Twilight Blue,Configuration: Echo Dot,Brooke Jones,Verified Purchase
,"Reviewed in the United States on June 8, 2021","Creepy, but it works.Cons: if you forget to change the setting which automatically allows anyone to make a purchase verbally, you will be surprised with items you didn’t think you ordered. If you are not the only one in your household, make sure you change the setting ASAP upon receiving the Alexa.Also creepy: it ding-dongs each time you receive a package from Amazon. I have to figure out how to change this setting, too.I’ve basically used it for music and weather.",Big Brother is listening.,,4.0 out of 5 stars,Color: Twilight Blue,Configuration: Echo Dot,Shira,Verified Purchase
,"Reviewed in the United States on April 30, 2022",After about 8 to 9 months it would fail to stay connected the wi fi.  Reconnecting was difficult and often required de registration and waiting a day to try again.  If it then connected and registered it would work well until the next time it lost connection.  The other unit in the house had no such issues.  This disconnection has occured 3 times since then and is about 3 weeks short of a year old,Connection unstable,,3.0 out of 5 stars,Color: Glacier White,Configuration: Echo Dot,Chris,Verified Purchase
,"Reviewed in the United States on April 13, 2021","I cannot hear any appreciable difference in the sound from this 4th generation Echo from the 3rd generation.  Right after the 30 day return period expired, the 4th generation (this one) would just stop broadcasting for no known reason.  I would be listening to TuneIn news or music and it would just stop.  The Echo would still talk to me and appear to accept an order, but nothing happened.  I commanded it to play the news again, it accepted and repeated the command as if about to start, but then nothing happened.  I had to physically unplug the speaker and restart it for it to work again.  Then I thought about giving it a command to ""restart"" or ""redo.""  I think the ""redo"" or something similar worked maybe twice.  Now when it happens, I just unplug it and start over.  Never had that problem with the three Third Generation Echos purchased.  I would have been happy with another 3rd Generation.  Who knows?  Maybe it was some kind of interference, but it never happened to the others still connected to the same wifi.",Prefer Third Generation Echo Dot - About Same Sound - This One Cuts Off Unexpectedly,,4.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,CaptRon,Verified Purchase
,"Reviewed in the United States on December 14, 2020","The device is black but has a white cord, which is ugly. Voice recognition works very well, it's creepy that the device can hear my commands even when I whisper. I use it mostly to listen to music and it is easily able to find the music I want to listen to, and the sound quality is adequate, not great. It's not something I would buy for myself, but I received it as a gift for free. It's not something I feel like I would buy for myself, but I do use it quite a bit to play music at my desk. I have also used it as a countdown timer, and it works fine for that purpose.",I enjoy it for listening to music at my desk,,4.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Amazon Customer,Verified Purchase
,"Reviewed in the United States on May 5, 2022","I already had a Gen 3 Echo Dot that I liked a lot, so I picked up this Gen 4 primarily to use when I'm working on my collector cars in my attached and detached garages.  The detached garage is some distance from my router, but it easily picks up the Internet signal and never misses a beat.  Compact and easy to move from place to place, with incredibly good sound for such a small speaker.",Great Little Device,,5.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,John,Verified Purchase
,"Reviewed in the United States on December 30, 2020","I Purchased 2, with a special deal. I have an Alexa plus. Love the things she can do :-)As a blind person, I appreciate being able to ask her to do simple things :-) and TAH-DAH, she does :-) I don’t have a smart house, but I am totally enjoying getting to know my new devicesThe most challenging thing I have isI cannot change the name – Alexa – in the app. So when I’m using voice over on my cell phone, every time she says Alexa, my app responds to it and makes it difficult to do a set up. Keep working on it Amazon accessibility’s :-) thank you",Love them,,5.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,CM,Verified Purchase
,"Reviewed in the United States on May 11, 2021","The light ring is at the bottom you barely see it when you talk, so you're not sure Alexa is listening.If you asked it to to turn  up the volume with bluetooth you have to give it a percentage of volume change up or down, Gen 3 you said Alexa turn up the volume.Poor design, you would think Amazon would research, heck I found all this out in the first 5 minutes of operating it, sent it back awful design...We love Amazon and Alexa, but they did poor research when they released this version....",Why did they do everything wrong with this?,,1.0 out of 5 stars,Color: Twilight Blue,Configuration: Echo Dot,Murph,Verified Purchase
,"Reviewed in the United States on July 10, 2021","Okay, when these work. I LOVE THEM. They control everything in my home. That was UNTIL a few days ago when the connection between my echos and my homes lights was interrupted. Come to find out there is some kind of unknown error that the technical team is working on. I know it may seem trivial. But all of my lights are the multi color ones and having to turn them on manually means none of them turn on to the same shade of white. It’s kinda crap. Idk when or how they’re gonna fix it but it has been days. So. Maybe have some back up lights in your home haha",Great. But buyer beware,,3.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Ryan,Verified Purchase
,"Reviewed in the United States on December 13, 2021",The last generation sounds better then this one for some reason. Hope I just got a defective one but it just didn’t sound as goodI am a strong supporter of Alexa and have many units around the house car backyard.Wish this was better then the previous version but wife was complaining that it didn’t sound right. Had the kids and a friend also listen and they all agree that the old one for some reason sound better than this one.,Poor sound Quality,,1.0 out of 5 stars,Color: Glacier White,Configuration: Echo Dot,wayland l.,Verified Purchase
,"Reviewed in the United States on May 16, 2022","Well I decided to get it. I absolutely love Alexa. She recognizes my voice as well as my boyfriend. She’s very polite and very knowledgeable. I’m sure I don’t use it anywhere near to the extent that I could but I love it for reminders, adding stuff to my shopping list and even alarms. It’s extremely handy for the price and I think it’s well worth the money if you’re forgetful like I am!",I was the one who said I’d never get this!,,5.0 out of 5 stars,Color: Twilight Blue,Configuration: Echo Dot,Kathy,Verified Purchase
,"Reviewed in the United States on July 28, 2021","Bought this because I figured it would be an upgrade. I currently have 2nd gen dot, 2x 3rd gen dot, 2x 4th gen dot, 1st gen tower, 2nd gen tower. I was expecting better sound, but it honestly doesn't sound better to me than the 3rd gen does. Looks cool and the one I have in my daughter's room has the clock which is nice as well. Another main issue is they are constantly going offline. None of the other devices do this. One of the 4th gen is 7'6in away from modem with no obstructions. I find it usually happens after I turn off the guard program. Definitely NOT AN UPGRADE. I would prefer the 3rd gen in their place or 2nd gen tower.",Disappointed,,4.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Christopher,Verified Purchase
,"Reviewed in the United States on April 13, 2022","Reading the reviews, I was concerned this Gen 4 Dot would be a big-step down from the 3rd Gen...haven't owned 3rd gen or prior, so no real experience there to compare...however, as a musician and sound engineer, my expectations re audio quality weren't unrealistically high, so I must say I was quite impressed...clear, pretty loud and plenty of bass. I'd highly recommend if you're looking for a small, clean and effective ""personal assistant"", I primarily use it as a verbally-based Google, so, Good Job, Alexa !!!",Excellent...better than expected !,,5.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Joseph M Moore,Verified Purchase
,"Reviewed in the United States on December 6, 2020","I primarily use my echo dots for two things: (1) playing music and (2) operating smart devices.  The 4th Gen Dot performs adequately for device control.  But the sound quality is awful.  Even after trying to adjust the audio settings through the app, the music never sounded good.  Very hollow and ""tinny.""  The 3d Gen Dots have far superior sound quality, so if you're buying for streaming music, save yourself some $$$ and go w/ the 3d Gen.  Or not.  Whatever.  You're an adult, do what you want.  Globe design is kinda cool, which is why I'm giving 2-stars.  Otherwise, 1-star.",Stick With 3rd Gen Echo Dot if You're Buying for Sound Quality,,2.0 out of 5 stars,Color: Glacier White,Configuration: Echo Dot,Amazonian,Verified Purchase
,"Reviewed in the United States on April 1, 2021","I purchased the Echo Dot because I subscribe to Amazon Music Unlimited. The Dot allows me to play Music Unlimited simply by asking for the music I want, instead of having to play it through a device. That is great. Everything else about this stinks. I used a Google Home Mini for a couple of years before switching to this Echo Dot. In my experience, the Google Home Mini is far superior to this Echo Dot. The Dot misunderstands my commands probably a full 10 to 15% of the time. It says that it will make a phone call, but then can’t make the phone call. There are times when I have begun playing a game, and then it just quits. It misunderstands many of the questions that I’m asking it. And I can’t seem to learn anything. And it is not just my voice. My entire family has trouble getting it to work right. It has become a little bit of a joke in our household that if you ask the Echo Dot something, chances are it will misunderstand you. In addition - and admittedly this is a little thing - but the Google Home Mini actually sounds better as a speaker. The bottom line is if I didn’t have Amazon Music Unlimited I would have returned this thing shortly after buying it and stuck with my Home Mini. If you don’t have a good reason to get the Echo Dot, then I would absolutely go with the Google Home Mini. It simply worked better.",This thing stinks. Get a Google Home Mini,,2.0 out of 5 stars,Color: Glacier White,Configuration: Echo Dot,MQWriting,Verified Purchase
,"Reviewed in the United States on December 22, 2020","The 4th gen dot does not work nearly as well as the 3rd gen. Voice recognition does not work nearly as well, and the sound quality is much worse. Save yourself the money and buy the third GEN.Update: been trying to live with this worthless pile of garbage for a few months now and it continues to amaze me how bad it is. Aside from literally ignoring me from feet away today we set the bar even lower. Asked it to play today’s new country playlist and instead it decided to play some Chris Stapleton song and refused to stop playing it no matter how many times I asked. This thing is absolutely worthless.","Get 3rd gen, not 4th. 4th gen is staggeringly useless.",,1.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,tyler,Verified Purchase
,"Reviewed in the United States on August 18, 2021","This Echo Dot is great! I have it connected to my light bulbs throughout the house so I'll I have to do is tell Alexa when to turn them on or off. And that is just one of the many things that this Echo Dot helps me with! It's a great product with good bass quality and voice recognition. I find it to be super useful when I want to listen to music, when I want to know something about someone or something, when I want to find a recipe, etc. Great tool for every day living!",Alexa is my new pal!😁,,5.0 out of 5 stars,Color: Twilight Blue,Configuration: Echo Dot,sparKlysole,Verified Purchase
,"Reviewed in the United States on July 12, 2021","I bought both the Echo Dot 3 and Echo Dot 4 Ring bundles during Prime Days.  The 4 is definitely an improvement over the 3 when it comes to sound quality of the internal speaker.  We use the 3 and 4 on two different routers at 2 different addresses to help with care of my elderly mother-in-law.  That is working well.  The setup was not that difficult and she was able to learn how to use Alexa for simple tasks including calling us with a voice command or as a ""drop in"" to our Alexa unit.",Continued Improvement,,4.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Mr Engr,Verified Purchase
One person found this helpful,"Reviewed in the United States on February 26, 2021","Some days I love it, other days it pisses me off.So this is my first echo dot ever. I like the sound of the picture. Actually gets pretty loud at only half volume. The alexa app itself is super confusing to me but I only use it to play music.  My biggest issue right now is that there are some days where it just won't keep the music I play on. I'll ask it to turn on music on Pandora and it'll play for 45 mins or less and then shut off without me asking it too. When I first got it it would play for hours until I asked it to stop. No updates are pending for it. I had it check itself. Just super confused and bothered that I have to keep turning the music back on everytime it stops",Mind of its own,,4.0 out of 5 stars,Color: Twilight Blue,Configuration: Echo Dot,Tiffany G.,Verified Purchase
One person found this helpful,"Reviewed in the United States on June 10, 2021","Ordered 4 of these.  3 of the 4 have worked fine, but BUYER BEWARE, I had one of these fail (blue ring of death) in 6 months.  Rebooted.  Reset to factory default.  Same issue.  Blue ring and will not respond to commands. The only thing Amazon will do, even though I'm still within the ""replacement period"" of November, 2021, is offer a $5 discount on purchasing another one.  Hilarious.  Save yourself the hassle.  DO NOT BUY.",Failed in less than one year,,1.0 out of 5 stars,Color: Glacier White,Configuration: Echo Dot,Shawn L. Liller,Verified Purchase
,"Reviewed in the United States on February 16, 2021","I purchased this new echo for my office.  I loved it so much I switched it out with my older echo I had in my living room.  The sleek new design is elegant, modern, and goes with any décor.  I was a bit worried about the sound quality compared to my older first generation echo.  However, it really has nice loud and clear sound.  I love it!  I have a total of 4 echo devices in my house and plan on eventually getting more.  When I do this will be on the list.  My only complaint is that it can't be mounted like the puck kind.  Overall a great purchase.",The new design is beautiful!,,5.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Sir Buys A Lot,Verified Purchase
,"Reviewed in the United States on January 24, 2022","Got this echo to use with the others in our house so my wife and I could communicate while working at home and not have to go up and down the stairs to talk to each other.  Took 5 minutes to set up and works great using the Drop in feature.  I have even started using it to listen to local radio when things are slow.  Sound quality is not surround sound hi-fi, but is as good as any other blue tooth or other small speaker.",Set up in 5 minutes.  Nice small speaker with good sound.,,5.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,smusson,Verified Purchase
,"Reviewed in the United States on October 4, 2021","It’s been a couple years since we got our last Echo Dot so I thought it was time for an upgrade. The sound quality of this is great for the size and it’s a cool design.Unfortunately it seems to get knocked off line pretty easily. None of our other echo products have had this much trouble reconnecting after a power outage, for instance, or for no discernible reason. The only way I can get it to reconnect sometimes is to unplug it and plug it back in.",Good sound but Connectivity issues,,3.0 out of 5 stars,Color: Glacier White,Configuration: Echo Dot,J. A. Niles,Verified Purchase
,"Reviewed in the United States on January 20, 2022","I have been using this device consistently for exactly one year. I have multiple outlet plugs in my home connected to it as well. Within the past month however my device has been unsuccessful in transmitting commands such as “Alexa, turn on den” etc. The response is along the lines of “there is no device by that name”. After making the request multiple times then switching to an easier question such as “Alexa, what is the weather?” the device still does not function properly. I disconnect and reconnect my Alexa device, request “turn on the den” and its back up and running. This is becoming a near daily occurrence. Would not buy again.",1 year later and disappointed,,1.0 out of 5 stars,Color: Twilight Blue,Configuration: Echo Dot,Joshua Strange,Verified Purchase
,"Reviewed in the United States on December 24, 2020","So, I received the Echo Dot 3 as a promo from Sirius XM to reestablish service with them and I liked it so much two months later I purchased this Echo Dot 4.From a sound quality perspective they sound exactly same to me, and I've got great ears, and they seem to work the same as well. I've also not noticed any difference in functionality. Both units can activate and control my thermostats, and I can play Sirius XM from one or all at the same time. FYI: Ensure you link them to your account so that you can order items and receive delivery updates.",Great Little Gadgets,,4.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Derek F,Verified Purchase
,"Reviewed in the United States on June 21, 2021","I have two 3rd gen and one 2nd gen devices and they work great but this new one is not ideal. It doesn't hear me when I call her, I have to use her name slow and clear. The sound quality is okay but if you put it somewhere close to a wall the sound becomes low quality (I don't know the term but it's like there is a towel on top of it 😅). It is louder than the older gens and it scatters the sound to surrounding. So if you put it in the middle of a room you'll have good quality all around. All of these said if I could change it with a 3rd gen I would have done it. I appreciate the efforts of its engineers tho.",Doesn't hear me very well,,4.0 out of 5 stars,Color: Twilight Blue,Configuration: Echo Dot,Lily,Verified Purchase
,"Reviewed in the United States on February 6, 2022","Do yourself a favor and buy a different smart home speaker, because this one will stop working within a year, or two, of purchase.Mine worked normally, until one day it just didn't. Now, depending on the day, it might spontaneously stop taking commands - It will light up when you give the wake command, but Alexa won't respond, or take any command requests. Factory resetting will fix it for a short period of time, but then it will go back to not responding. I have yet to find any other fixes for the issue.Since my Echo Dot has been subjected to nothing but sitting on a nightstand from the time it arrived, I can only chalk this issue up to planned obsolescence. It isn't as if it goes through any sort of wear and tear.I can't recommend buying it at this point.",Not made to last.,,1.0 out of 5 stars,Color: Glacier White,Configuration: Echo Dot,Zer0,Verified Purchase
,"Reviewed in the United States on July 22, 2021","Right out the box this little gadget was ready to go! I had to keep unplugging it because I wasn't ready and it was eager to start. Once I installed the app, the setup was easy peezy plus fun and exciting. I bought it do one simple thing: Turn my box fan on and off without getting out of bed. The Kasa Smart Plug I bought isn't working so I can't use the fan yet (very frustrated), but Alexa/Echo is ready and waiting and even taught me that I can do so much more than turn on my fan! Who knew!",Happy,,5.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Cheryl Hooper,Verified Purchase
,"Reviewed in the United States on July 9, 2021","WOW, the sound is better than I expected.  It is more like having a much larger speaker than this little ball alone.  This is now our Living Room  Smart speaker with Alexa. Adding this enabled me to tie in the Garage using the DOT we had here.We now have a 4-unit home and can drop in anywhere or play music or set alarms or reminders where we desire.  The Charcoal is a great color for the room as well.I can highly recommend this Smart speaker with Alexa Access",Fit right in with the ALEXA APP and works great,,5.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Gene,Verified Purchase
,"Reviewed in the United States on December 7, 2021",I thought this would be a great addition to our home. We like music so thought it would be nice to play music. Wrong.  Every time we go to use it it says we must relink our accounts. And it’s not just once it’s every time we go to use these stupid things. I’ll be giving these away for free to whoever in my family wants them and buying sonos wireless speakers which are amazing and worth the money.!!! Don’t waste your time with these.,The most awful thing I have ever bought,,1.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,mummy,Verified Purchase
5 people found this helpful,"Reviewed in the United States on November 29, 2020","Sounds tinny and cheap. As soon as powered up and started talking could tell I will never be happy with this Gen4 dot. Sounds almost as bad as the Echo Flex - I bought 1 of them, but I wouldn't take a second even if they gave it to me for free.The Gen3 Dot is much much better than this ""upgrade"". I'm returning it even tho it came with a black friday price and the gen3's aren't available until next year.",Sounds Awful!,,1.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,RG,Verified Purchase
,"Reviewed in the United States on August 13, 2021","This is an updated review.  I had purchased this device recently and it was running more slowly than our other Alexa devices.  I had thought it was the product, but Amazon had a tech call me (nice) after my review and he had me ""reset to factory settings"" and now it has worked well for about two weeks without issues.  Our specific issue was that there was a long lag between when you would ask a question until the response came and the blue light would keep spinning 10-20 seconds.",Works Well- My Device Was Slow but A Reset Fixed it,,5.0 out of 5 stars,Color: Twilight Blue,Configuration: Echo Dot,Frank,Verified Purchase
,"Reviewed in the United States on March 29, 2021",They do not tell you that you cannot stream your Amazon music to this device If you already have an Amazon echo.  I bought this second echo Dot for my bedroom.  It will not play my Amazon music on the 2nd device even though they charge me $3.99 a month for the service.  I called and they told me for a second device you have to pay $7.99 a month.  They do not disclose this when you purchase.  Why would you charge extra money for streaming music service.  It's basically just another speaker in my home.  I would have just bought a Bluetooth speaker for my bedroom.  I can Bluetooth my Amazon music from my phone through that.  Very deceptive.  They should disclose this. Very disappointed in my purchase I would not recommend buying a second Amazon echo device. Shady practice,Do not buy. This is a scam.,,1.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,scott j fanning,Verified Purchase
,"Reviewed in the United States on January 12, 2022","I made a big mistake purchasing this device. The sound quality is horrible as is reliability. At least once a month service is interrupted and will not respond, play music or turn on lights. This appears to be happening more frequently. I have decided to sell all my Alexa devices, six in total,  and switch over to Apple  HomePod which is more reliable and sound quality is 5 times better. Enough today of  this Amazon crap.",Poor sound quality unreliable,,1.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Rob,Verified Purchase
,"Reviewed in the United States on October 10, 2021",We have two older generation dots and got this 4th gen because it looked nicer . Alexa works for about two days after reset . The light on the bottom stays on and nothing ever happens .When we called to get a replacement we’re outside of our 30 day return window and or 90 day warranty period. I guess that’s what we deserve for trying to make it work or solve the problem on our own . Worst part is on our order it still says it’s eligible for a return still ….,Issues since we got it,,5.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Shyanne,Verified Purchase
,"Reviewed in the United States on August 4, 2021","Are used to love Alexa but since she no longer can play music, cant even read books or try and sing…..  there’s almost no point to it. I had her completely turned off & disconnected for over a month and I said to myself, lets give Alexa a try. I plugged her back in and turned her on, and I was thrilled she actually played music! , read a book!, played the radio! …..  for a day and a half.  and now she’s back to telling me she cannot. Even tech support was baffled. Such a shame. I was kinda excited about her. 😩😤",Was a 5- Now a 2,,2.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,MBB,Verified Purchase
,"Reviewed in the United States on September 25, 2021","I absolutely love the 4th generation echo Dot. I purchased four of them when they were having their Black Friday sale. I have one in my kitchen, spare bedroom, my bedroom and my living room. I can get any information I want just by asking Alexa. At some point, I might try getting everything hooked up for the lights of my home and anything else I can think of. The quality and sound is absolutely amazing. I will definitely say it is a five-star rating from me.",Echo dot 4th generation,,5.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Arlene Gautier,Verified Purchase
,"Reviewed in the United States on October 29, 2021","The sound on this is better than the original model -- by a lot. But here's the catch, enjoy it while you can because it will probably start glitching-- in my case it would constantly lose connectivity (and it's 7' from the router, so I don't think range is the issue here).  I would have been ok if I had purchased the extended warranty (great, a product is only good if you are willing to pay  more?) but otherwise customer service folks bounce you around from person to person and go from a script telling you to do steps that you have already tried.","Works great, until it doesn't...which will be under a year.",,1.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,SJ,Verified Purchase
,"Reviewed in the United States on July 14, 2021","Sometimes you can't get Alexa to respond for some unknown reason. And Alexa can't pronounce my name right. I'll give a little leneance on that because my name isn't common .For the most part Alexa has come in handy. Anything from settling debates, giving recipes ,informing us of severe weather in the area and even simply being an alarm clock.It's been worth the money.The one funny experience was when a movie character said goodnight Alexa and our Alexa responded to the character!",Has some issues but overall good item,,4.0 out of 5 stars,Color: Twilight Blue,Configuration: Echo Dot,Veda Vester,Verified Purchase
,"Reviewed in the United States on January 26, 2022",Smaller than expected (that's good). Takes up very little counter space. I have the Echo Show 8 and wanted this new one for the bathroom (good security feature if I fall and am home alone). I plugged it in and it literally set itself up (found the wifi and my Amazon account without me doing anything). It doesn't have the superior sound of my Echo Show when playing music but good enough for the price. Recommend.,Set itself up,,5.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Betty Bear Lover,Verified Purchase
,"Reviewed in the United States on September 18, 2021","I bought this step up from the dot which I also own several, because I read it has better sound.  As with others during the pandemic we are all working from home and we listen to music while working.  The sound coming from this unit is better than the dot.  It has a much richer deeper sounding bass.  There is some issues with voice recognition but this is only about 5% of the time.  If you speak clearly and are close to the unit it works 99% of the time.","A step up from the dot, great product",,5.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Ocgamer,Verified Purchase
,"Reviewed in the United States on February 14, 2022","I love this Dot. The sound is significantly better than the first generation Dots this one replaced. I've got it on my desk and it takes up no space, but still produces decent sound. I use it for music of course and to listen to the local news radio in the mornings as I'm starting my work day. Additionally, I love that I can drop in on the Alexa units at home and scare the beejeezus out of my husband remotely.",Perfect for my office,,5.0 out of 5 stars,,,Dogs & Horses ,Verified Purchase
,"Reviewed in the United States on March 15, 2021","UPDATE: I updated to 4 stars as the tech support agent was able to call pretty quickly and helped me restart my router while they updated the firmware over the air.  It seems to be working fine. The white cord is still not my favorite otherwise it would have gotten 5 stars.Original Review:  First of all the white cord with a black product looks cheap. 2nd, it keeps dropping the internet while all other products are still connected. 3rd, it keeps telling me it’s having trouble understanding and to come back later. Tried in plugging and resetting up several times and there is no change.  Will be boxing up to return it today.",Updated Review,,4.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,franklin m jacobs,Verified Purchase
,"Reviewed in the United States on October 1, 2021","Do not waste your money, it worked for 6 months and stopped, and its warranty is only 3 months! And the customer service is horrible!I should start saying that I have others echo devices (older generation) that I love and works super well, last xmas I even bought one for my grandma who lives in another country so I could talk through it!I wanted a new one for my home, and decided to go with a  newer generation, thinking it would be better! Total illusion! The sound isn’t as good, but didn’t bother me that much.It worked for about 6 months and started to act! The blue light goes on and doesn’t go off, it doesn’t respond any command. And the customer service is horrible!! I called and chatted with them several times and the only thing they suggest is to restart it or unplug and plug it back on! Super frustrating and disappointing! Money lost!",DO NOT BUY IT!!! It worked for 6 months!!,,1.0 out of 5 stars,Color: Glacier White,Configuration: Echo Dot,Amazon Customer,Verified Purchase
,"Reviewed in the United States on April 20, 2022","I love this little unit. The sound is great, and I use it all the time for playing prime music and Pandora, then there is the rest of the functionality of Alexa, from controlling my thermostat to getting the news and weather. It gives me the correct spellings for words when I am unsure and does instant conversions of temperature, weight and volume from metric to imperial and vice versa.",So useful,,5.0 out of 5 stars,Color: Twilight Blue,Configuration: Echo Dot,Sebborn,Verified Purchase
,"Reviewed in the United States on February 21, 2022","It took me a while to get an Alexa. A friend told me how much they enjoyed it. I had been concerned about the privacy but reading up on it and taking a few precautions made me feel better. I also like the Alexa App on my phone. Some of my favorite things about Alexa - Good morning, what's the temperature, tell me a joke, put this on my shopping list, tell me a story, play meditation music for 20 minutes...",I like Alexa!,,5.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,GHurd,Verified Purchase
,"Reviewed in the United States on August 24, 2021",When I tell her to set alarm she does but there is no way you can hear it...THE SOUND WILL NOT HOLD AT THE SETTING YOU SET IT AT! It keeps dropping off to the point it is more like a whisper...I am not at all happy this is the replacement to the first one that did the same thing...My son and I followed all the instructions but nothing works it will not hold the volume number you choose....We contacted you folks but no luck...Echo 1 worked fine but this one Echo 4 is a joke and I am not at all pleased with it...I really am sorry to have to say that cause it is a good product when it works right..,Not a happy camper at all,,2.0 out of 5 stars,Color: Twilight Blue,Configuration: Echo Dot,Nancy T,Verified Purchase
,"Reviewed in the United States on January 4, 2021","The look of this new Alexa product is very nice, the device easily recognizes when called and understands well.  However if offers less than desirable music playback, I actually thought because it is larger than my previous Alexa that the fidelity of music playback would be better but that is not my experience.  Lacks descent bass output compared to the much smaller 3 we had before make songs sound tinny.  This is not a don't buy factor but if use for music and you are not looking to downgrade in music fidelity then you might want to look further.",Very nice deco look.  Large ball with light around bottom edge give techs feel.,,4.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Gary,Verified Purchase
,"Reviewed in the United States on July 3, 2021","I replaced my 2 generation echo dot, for my bedroom.Put my 2nd generation in the kitchen & original echo in the living room. My 4th generation has better sound by far. I read about all the issues with the white power cord with the charcoal dot, I don’t even see it, just not an issue with me. Sound was what I was wanting, and it was better than I thought it would be. About 3 minutes to set up. And a bonus, I ordered it through my Alexa the Friday before prime days, and saved 50% . Pretty happy overall!","Worth the money, Great Sound! Easy set up.",,5.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,R@KCMO,Verified Purchase
,"Reviewed in the United States on February 23, 2021","The last generation was nice and I really enjoy my devices. I was hoping for a better mic and some upgraded speakers and I feel like they went the wrong direction with this generation. The speakers are significantly worse and mic feels the same. I say turn on the lights in the theater room and she responds that there are multiple devices in the living room.. ugh.I appreciate the eco pledge but try your best to not make it at the expense of product quality.All that being said, I like the under glow idea.",What a disappointment,,1.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,BlakeH,Verified Purchase
One person found this helpful,"Reviewed in the United States on November 27, 2021","I bought two of these. One for me and one of the childrens one for my daughter. BOTH stopped working. They disconnected one day, and no matter what I tried they wouldn’t reconnect. So basically I wasted my money. Don’t waste yours.The 3rd Gen and 4th Gen sound exactly the same, I see no difference in capabilities either. Only difference is the shape is much larger.  Just get the 3rd.",Stopped working,,1.0 out of 5 stars,Color: Twilight Blue,Configuration: Echo Dot,Elly Vogt,Verified Purchase
,"Reviewed in the United States on December 21, 2020","Overall a nice device but not too keen on some of the updates. While the sound is a bit nicer, the fact that the speakers are at an angle instead of the way they were in previous Dots means your sound is no longer omnidirectional, so positioning is a concern. The light on the bottom is nice, but the white cord with the black Dot is a serious deal breaker. I got the black so it would be unobtrusive on a darker piece of furniture. Now that cord stands out like a sore thumb. It was the same issue when the White Dot (Second Gen) was coming with a black cord and I ended up returning that one. We’ll give it a couple of weeks and see if it grows on me.","Nice, But...",,3.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Carlos Perez,Verified Purchase
,"Reviewed in the United States on May 19, 2021",I had extreme issues connecting to the internet had to contact customer support. I got it connected and I thought all was well but while playing music the sound will cut out and then pick back up.Mind you I have a 3rd gen Alexa as well and never had any issues. I have them linked together for music in different rooms under the same wifi and this newer one cuts out constantly (it's even closer to the router than the other). It will randomly loose connection while my 3rd gen is still working perfectly fine,I think I got a lemon,,2.0 out of 5 stars,Color: Charcoal,Configuration: Echo Dot,Alyssa,Verified Purchase
